Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
platform ready dance world newmillennium guy yelled ‘cut’,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative,"Animals, Needled 24 / 7, Viva Las Vengeance"
uh wait guys telling actually routine fromeighth grade,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
‘cos gonna say there’s way could’ve done theend way guys back,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Negative,"New Rules, The Pot, One of the Drunks"
don’t know mean lot bigger mean strongerback,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Negative,"Northern Downpour, Nothing Else Matters, Disintegration - 2010 Remaster"
youre bleeding,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Negative,"Cirice, Sign of the Times, Heathens"
ok well problem well use stop bleeding okbaggage claim ok,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
um,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
guys got hair cut,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
ok think shes trying tell us something quick get verbs,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative,"Cotton Eye Joe, LA Devotee, Take on Me"
hi im havent met ill make much better firstimpression tomorrow dont 20 hours cab plane,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Painkiller, Wait and Bleed, Royals"
bus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
screaming guy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
spitting,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
bus thats easily 200 years old,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative,"Nearly Witches (Ever Since We Met...), Chop Suey!, Bad Liar"
200 least,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
chicken pooped lap oh im sorry gave awaythe ending didnt oh heard story cab ican think,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
havent seen since well land china guesswhos charge dig,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative,"Bonfire, Trndsttr, Collar Full"
weve gotta get sleep,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
hell happened china mean last leftyou totally love know,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Negative,"Heat Waves, Nearly Witches (Ever Since We Met...), Kaer Morhen"
know know always little voice inside thatkept saying never gonna happen move know whose voice,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
didnt order lemonade,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh well better go take back theyre gonna chargeyou,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
saidhe said said theyre great time imsorry silver lining wanna see made decision byhimself without outside help whatsoever,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
ironically guys picked last gym,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
although thats im thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
ohh,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Duality"
im im incredibly anal unbelievable controlfreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
know im trying spare feelings,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
needs clothes altered,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
im looking man draw chalk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, Don't Start Now, Old Town Road"
okay stop qtip theres resistance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
didnt hang either,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Old Town Road, High Hopes"
rachel ill call back,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"It's My Life, Whatever It Takes, Calm Down"
well sorta stupid thing last night,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
stupid thing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
dont know kinda ran last night,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
whoa whoa fact dumped hit phoebe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
oh god know im pathetic loser,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
honey youre pathetic youre sad,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
people stupid things theyre upset,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
yeah hes back problem,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Lose Yourself, Hall of Fame (feat. will.i.am)"
problem,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
well spite yummy bagels palpable tension ive gotpants need altered,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"In Waves, Unsainted, Psychosocial"
right thats quit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
didnt say anything,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
im sorry im sorry phoebe little shorter wehad discussed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
would relax know wears,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
wears,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
oh god im sorry im sorry ones demi moore,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
long want cuffs,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
least long pants,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
im gonna lie ross doesnt look good put clip onone side seems stopped curling,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
ooh bad huh,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit"
look sense women depressed vulnerable itsone gifts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Not Afraid, Hall of Fame (feat. will.i.am), Lose Yourself"
saw get plane really thought hit rockbottom today like theres rock bottom 50 feet crap,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
theyve going two weeks ross beenin love like 10 years,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Negative,"Die For You, Setting Fires, Mr. Brightside"
dont know dont know,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
look rach rach ive share women fact ive beenwith like lot peoples share women point ive never felt anyone theway ross felt,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Negative,"PILLOWTALK, Him & I, Really Love (feat. Craig David & Digital Farm Animals)"
joeys tailortook advantage,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
oh come said going inseam ran handup leg definite,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative,"B.Y.O.B., Radioactive, Unsainted"
yes yes prison whatsa matter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
even mary tyler moore wouldve better,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
come monica things could worse could get caught betweenthe moon new york city know crazy true,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"It's My Life, Often, Titanium (feat. Sia)"
ok well say anything need know one thosethings break guy tell think nextday get back together guy look like complete idiot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
nononono,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
well think think guy scum hate mean iactually—ii physically hate always way good aguy like,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
swear god dad thats measure pants,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"New Rules, Bad Liar, Chop Suey!"
thinking little shorter know like andiemcdowells new haircut,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative,"Bonfire, Trndsttr, Collar Full"
cannot believe didn’t tell stillmarried,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, I Don’t Wanna Live Forever (Fifty Shades Darker), The Hills"
you’re kidding,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Old Town Road, High Hopes"
okay maybe wasn’t best decision couldn’t faceanother failed marriage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
phoebe told already knew,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
another lie sickness,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
left shoe,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
whoawhoawhoa,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
yeah i’m gonna pass ‘cause kinda iffy waspuppies,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
found denise leaving town whilei don’t roommate,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
well maybemaybe could roommate pheebs,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
maybe could roommate,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
would great wait long denise gone,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative,"Cotton Eye Joe, LA Devotee, Take on Me"
umm said she’d back december 26,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
okay rach but…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
op you’re peeping,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
look you’d two failed marriages you’d understand,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
time said break,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
nauh responsible babies,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
see that’s think you’re wrong we’ve beenplaying babies man man really playing zone defense,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
sounds really great maybe charge wiping,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"It's My Life, Whatever It Takes, Calm Down"
shocking since still keys,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
see treatment get i’m car people arefriendly theythey wanna talk car one guy gave advice aboutmy equity investments,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
oh yeah got soap sponges rags carnuba wax polishingcompound,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
don’t even car,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
know umm one time really dirty car front ofthe building washed,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Calm Down, Young Dumb & Broke, Heaven and Hell - 2008 Remaster"
that’s city get 160 take herupstate,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
really oh uh oh give five minutes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative,"Play with Fire (feat. Yacht Money), LA Devotee, Trndsttr"
whatwhat,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
oh ii uh found keys i’m polishing,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Hey Look Ma, I Made It, Houdini (feat. Swarmz & Tion Wayne), Boss Bitch"
listen iii don’t come city much idon’t know you’re crazy kind street theater could ihave keys,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
don’t know nervous don’t knowwhy frank alice always complaining easy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, The Pot, Animals"
chandler thing put someone’s eye,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
destroy universe,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
chandler swallow one little parts also lookat smooth area that’s gonna mess,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Paranoid - 2012 - Remaster"
they’re gonna swallow anything guys way overprotective kid mom used throw pile broken glass,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
oh look little leslie stretching sleep,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Hold, Yellow"
swallowed sonic blaster gun,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
okay two asking court annulment,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
based petition seeking annulment groundsthat mr geller mentally unstable,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
fine i’m mentally unstable,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
based fact mr geller intravenous drug user,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
uh yes heroin crack,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"All We Know, B.Y.O.B., Kaer Morhen"
crack isn’t even intravenous drug,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
also says lied sexual preference beforemarriage,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Duality"
finally unable consummate marriage well thatmakes sense since you’re gay addicted heroin,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
okay i’m sorry insane iii’m addicted heroini’m gay,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
won’t necessary,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
ugh,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
two involved serious relationship reallycreates problem,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
well based heard two certainly don’t qualify anannulment two don’t want together you’ll file divorce,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
need get chambers,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
right look lady deal came annulment iam leaving get one,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
would like spend night jail,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
uh loved way feels everybody thinks iown porsche,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Negative,"Ride, Never Be the Same, Freaky (feat. Poundz & Dappy)"
people think porsche you’re wearing theclothes,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
course idiot would wear stuff didn’t thecar right,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
joey know don’t actually one,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
ahh think moved it’s really poking,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative,"Paranoid - 2012 - Remaster, Monster, Nightmare"
can’t can’t leave themwe’re babysitting,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Paranoid - 2012 - Remaster, Nightmare"
babies asleep i’m sure you’ll okay fora,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Not Afraid, Hall of Fame (feat. will.i.am)"
youyou can’t leave wewe’re teamwe’re playing zone they’re gonna triple team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Nightmare, Paranoid - 2012 - Remaster"
he’s got something plastic lodged throat we’ve got togo hospital,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative,"Cirice, Sign of the Times, Heaven and Hell - 2008 Remaster"
doctor won’t able help it’s justgonna y’know naturally pass system like seven years,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
think that’s gum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
okay listen really hurts let’s go,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
totally fault,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
fault threatened judge,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
well ripped paper court reporter’s machine,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
taking care problem huh guys feel safe rightokay i’m gonna take spit bubble yeah,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Pumped Up Kicks, Young Dumb & Broke, Often"
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
know babies asleep,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
mess,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
picked divorce papers uh i’ve already signed everythingand put little ‘x’s need sign,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Calm Down, Young Dumb & Broke, Heaven and Hell - 2008 Remaster"
y’know ii—you’ve done lot stupid stuff okay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
oh name one stupid thing stupid one,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
okay ross we’re—wait minute umm uh kinda alittle confession,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative,"Cotton Eye Joe, Play with Fire (feat. Yacht Money), Into the Unknown - Panic! At The Disco Version"
excuse,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
well remember drunk remember anything night wewere married,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Negative,"Nearly Witches (Ever Since We Met...), Heat Waves, Nothing Else Matters"
know always thought got married would onethat stuck wouldn’t secret wouldn’t wedding dinnerat,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Negative,"Die For You, PILLOWTALK, MONEY"
may depressing thing i’ve heard life shouldprobably get lawyer’s office,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
eh problem,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
i’m gonna need copy,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
uhhuh know i’m coming soon theater near i’m inthx i’m unsuitable children,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
