Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
phoebe…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
nonono know different people though isa totally different situation know gonna regret,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
oh iii understand it’s just—that mypuppy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
would ever surrogate anyone,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
depends asked,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
asked,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
oh mon sure,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
yes totally,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
i’m dinner dad tomorrow night wanna come,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
sure yeah he’s kinda sexy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh i’ll,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay we’ll come kind signal it’sgoing well take,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
phoebe need support haven’t told himi’m pregnant yet,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Positive
‘cause know he’s gonna flip hate he’sangry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
oh rachel ‘papa don’t preach’,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
phoebe wait one time caught smoking said ever sawme he’d make eat entire pack,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
wow oh well,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
thank,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh god monica he’s stripper bacheloretteparty,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
bachelorette party,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
thought weren’t gonna bachelorbachelorette partiesy’know agreed silly tradition,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
it’s grand tradition,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
i’m sorry surprised nothing could,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
well could’ve untied hands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
unfair one thing wanted throw best friend abachelor party wasn’t allowed got stupid steak dinner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
went home waitress,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh yeah pretty good night,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
can’t believe didn’t tell,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
ugh,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
order everyone moroccan chicken,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh ii don’t eat meat,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
it’s chicken,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
yeah don’t eat either,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
well actually umm…,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
he’s right though ’74 absolute piss,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
huge mistake can’t tell phoebe ican’t can’t can’t can’t…,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
rachel,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
it’s okay what’s gonna happen i’m gonna waita couple years baby tell,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
get mad baby,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
idea went bathroom sweetie startingto tell uh new,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
well… umm got,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
what’s,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
it’s slang pregnant,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
phoebe,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
really pregnant,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well uh yes except sum yeah,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive
that’s true,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really cool seeing lecture today,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh thanks although kinda seemed like falling asleep alittle,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh nono ii eyes closed could concentrate y’knowtake,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Positive
yeah lot students,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
gotta get going,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
okay ii’ll see tonight,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay bye,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
god must good bed,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
uh mona how’s going,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ah it’s good it’s going good mean get along greatshe’s she’s so…,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
hot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well gonna say sweet yeahhuh,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
she’s okay rachel baby,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
well i…i haven’t actually told yet don’t want toscare y’know,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
well honest otherwise may think thatyou’re going path you’re really going different ones,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
i’m gonna take book beat death,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
yeah got number guy work hired stripper tocome dance going wife hall fame,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
honey that’s crazy don’t want get astripper…,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
let lady talk,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
come come it’ll fun it’ll make feel muchbetter,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
look appreciate uh it’s little creepy y’knowi’m bachelor anymore,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
don’t think bachelor party think a…atwo month anniversary present,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
please feel bad watch hot woman get naked,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Negative
right fine i’m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
joey,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
thank right else want invite,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ah nonono ross ross joey embarrassing enough,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
uh actually sorry can’t even make i’m seeing mona againtonight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
understand would cancel actual date go fake bachelorparty,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
i’m sorry won’t able make imaginarywedding i’m,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
know know panicked panicked didn’t want startyelling like ’74 latour,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
it’s lafite ’74 latour actually drinking quite nicely,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
right comes i’m gonna i’m gonna tellhim i’m gonna strong,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
called friend mine,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
think may able book,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
sweetie,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
there’s gonna wedding ross getting married,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
i’m sorry daddy,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative
don’t believe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
oh daddy stay calm please,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
stay calm expect stay calm unacceptablerachel wanna know punk ross won’t marry youthat’s,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
yes yes says i’m damaged goods,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
uh nervous getting married,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
look look let’s pretend it’s real bachelor party okayy’know wedding come it’ll fun,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
okay can’t believe tomorrow’s big day,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
feel knowing you’re never gonna another womanagain huh knowing you’re gonna wake face everyday youfinally sweet release death,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
you’re right fun,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
one lucky boys chandler,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
uh thatthat’sthat’s,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Negative
that’s,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
joey tribbiani big fan,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yeah yeah right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
weird,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
whywhy would go bedroom,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
i’m waiting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
she’s a…,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive
yeah that’s one naked hooker,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
uh that’s eighteenth century indian artifact calcutta,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
oh wow you’re dinosaurs,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
much,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
oh god oh god i’m sorry,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
aw forget it’s,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
think knock daughter marry heri’m gonna kill,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
y’know actually great time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
come explain geller first get rachelpregnant,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
got rachel pregnant,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
oh really that’s daughter means nothing,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
sir umm means lot mean care—ii loverachel,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Negative
oh really that’s treat friend get trouble andthen refuse marry,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
wh…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
well spend time tramp,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
tramp,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Negative
i’m sorry dr green mona mona dr green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
can’t believe naked hooker,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
wait wait maybe she’s hooker,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
maybe monica’s playing joke ya y’know getting ownhusband hooker that’s pretty funny,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
funny maybe birthday she’ll murder someone,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative
bet ross mean conveniently busy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
mind smoke,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
oh actually i’d rather you…yeah go ahead we’re gonnahave burn room anyway,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
could kept,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Positive
going tell but…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
figured you’d get wanted dumpher like dumped rachel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
iiii—i need need lie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
tonight’s night big bachelor party,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
yeah hey thanks getting girl’s number,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
problem who’s party,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
husband,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
hired husband hooker,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
she’s stripper,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
she’s hooker,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Negative
call strippers sometimes,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
they’re hookers,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
oh god stu ii can’t believe youabsolutely sure she’s hooker,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Negative
either she’s best expensive date ever,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
maybe meant get hooker,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
would,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
maybe wants learn something huh anythingyou’re really bad y’know sexually,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
worst bachelor party ever,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
what’s taking boys long,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
minute,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
right right maybemaybe ask leave,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hey it’s bachelor party,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
don’t want,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
miss,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative
don’t think we’ve actually done,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
ii miss hanging,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative
well we…we still hang,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
like used remember used inseparabley’know it’s like…things different,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Positive
well y’know things different i’m…i’m marriednow,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh sure—and hey don’t get wrong happy guysi just…i miss…hanging out…justjust us y’know,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Negative
yeah miss tell we’ll maketime hang,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
dad dropped he’s pleasant man,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ross i’m sorry okay ii promise straighten thisout tomorrow person via email,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
don’t care dad care mona nowshe’s totally freaked,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
oh okay i’ll fix what’s email address,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
right promise i’ll fix sweari’lli’lli’lli’ll talk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
thank,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
that’s call fight come abreak weren’t happened two,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
thank much coming back,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh good you’re yeah worried going beuncomfortable,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
know mona hear first i’m sorry myfather yelling heard totally held you’re gonna totell,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
focus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
okay um…but—okay yes ross used date yes aregonna baby,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive
sure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh just—we drove crazy,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Positive
mean possessive jealous could never let thelittle things go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
trying date woman,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
probably shouldn’t touch,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
y’know iii just…i don’t want get middle ofsomething complicated,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
leave open,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
i’m sure yet didn’t tell,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
what’s going rachel nothing feelabout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah well still shoulda told,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
know going thought better heard itfrom rachel’s father look i…i made mistake it’s ireally really like really,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Negative
swear didn’t know hooker mean wh—did lether smoke,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
ass print still grandmother’s quilt reallywant talk smoking,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
monica wait,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
could narrate,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hour ago,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
wanna go see movie,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
what’s final head count baby shower,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
twenty couple people work something else,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
also sisters called neither make,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
mean they’re coming social event wherethere’s men there’s booze that’s shocking don’t careas long mom’s,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
oh god mother,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
mom’s gonna,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Positive
well given forgot invite would awfully bigcoincidence,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
god,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive
well wasn’t fault phoebe charge invitations,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
well don’t don’t mother often forget thatother people…,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Positive
mother coming baby shower,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Positive
okay y’know don’t worry okay we’ll take care ofit we’ll call go home get ready,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
please make sure comes it’s really important meanit’s mom,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
know know what’s number,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh hello monica,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
know daughter’s told received theirimpromptu invitations month ago,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Negative
yeah i’m sorry i’mi’m sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
dear inviting lying,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
well right i’ll see four,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
isn’t three,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
hey joe wanna shoot hoops,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh can’t go i’m practicing got audition thehost new game show,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh cool,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
that’s great,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
you’ll perfect that’s already name,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
audition’s couple hours don’t even understandthe game,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
well want help,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Negative
oh really that’d great guys contestants,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
awesome,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay guess lose junior high girls time,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
bamboozled,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
yeah isn’t cool name,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
right uhh okay first contestant ross geller don’tyou tell us little something ross,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
said little bit ross chandler,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
excellent let’s play bamboozled chandler you’ll go firstwhat capital columbia,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
bogota,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
it’s bagota close enough either pass turnto ross pick wicked wango card,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
wicked wango card,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
know let’s see one moment please umm weare wicked wango card determines whether go higher lower,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
higher lower,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
i’m sorry don’t believe contestants allowed talk toeach,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh told stripper five that’s good right,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
ordered stripper shower totally inappropriate,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Negative
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
i’m glad could make,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yes thank much we’re sorry could notfeel worse,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Positive
she’s still mad,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
yeah know isn’t great one less person make smalltalk,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
phoebe sandra’s mad itit doesn’t bother,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look we’ve apologized twice can’t anymore thati know hate people mad okay,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
look face like high school ididn’t know better i’d say cheerleader trouble come onlet’s get tea,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
oh look three weeks go picked yournanny yet don’t want use housekeeper ‘cause would justsplit focus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
oh well actually gonna use nanny uh don’t even ahousekeeper,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative
it’s like you’re cave person rachel must get ananny don’t know overwhelming going mean ababy full time help mrs kay,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Negative
sweet woman,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
well however great can’t afford,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
oh rachel,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Positive
greatest idea i’m gonna come live,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
whwhwhat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
oh i’m happy i’m gonna little girl awlook tears eyes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yes yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right ross you’re lead would like take anotherquestion spin wheel mayhem,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
wheel friend tonight joey uh i’ll take anotherquestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay gonna tough hold breath,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Negative
it’s okay i’m ready,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
dude gotta hold breath you’re ready answer thequestion,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Positive
okay fear suffer phobiatris…holy cow that’s big word trisc… seriously look thingchandler say,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
let see,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
